factors	triplet	singlet
1.0359719438877755e0	-3.596824843384328e0	4.414925275871837e1
1.036172344689379e0	-2.7276250620335327e0	4.488334713986428e1
1.036372745490982e0	-1.869705591952855e0	4.561248045662125e1
1.0365731462925851e0	-1.0227845382332377e0	4.6336825110731716e1
1.0367735470941883e0	-1.8658860454849152e-1	4.7056595388181925e1
1.0369739478957916e0	6.391461698242784e-1	4.777195540436537e1
1.0371743486973948e0	1.454676253415655e0	4.848309480166502e1
1.037374749498998e0	2.2602507349217174e0	4.919015650957691e1
1.0375751503006012e0	3.0561100577356974e0	4.989332330575701e1
1.0377755511022044e0	3.8425122860110146e0	5.059274579983917e1
1.0379759519038076e0	4.6196351208567785e0	5.1288613309427845e1
1.0381763527054109e0	5.387723281880465e0	5.198107078022062e1
1.038376753507014e0	6.1469904020786394e0	5.267027337623456e1
1.0385771543086173e0	6.897631657527776e0	5.335637413886834e1
1.0387775551102205e0	7.639872529501398e0	5.4039523063836214e1
1.0389779559118237e0	8.373909055986376e0	5.4719867985560306e1
1.039178356713427e0	9.09989421818498e0	5.539755478345776e1
1.0393787575150302e0	9.818048966300271e0	5.607272568819082e1
1.0395791583166334e0	1.0528541129699958e1	5.674552206232475e1
1.0397795591182366e0	1.1231544873460672e1	5.74160823441321e1
1.0399799599198398e0	1.1927227962604249e1	5.8084545967570676e1
1.0401803607214428e0	1.2615753435309902e1	5.875104742036475e1
1.040380761523046e0	1.3297298851344255e1	5.941572080431299e1
1.0405811623246493e0	1.397199512154823e1	6.00786983796588e1
1.0407815631262525e0	1.4640013049368047e1	6.074011140121992e1
1.0409819639278557e0	1.530149465439404e1	6.140008983881072e1
1.041182364729459e0	1.5956584586065686e1	6.205876230080263e1
1.0413827655310621e0	1.660542267626897e1	6.271625659191926e1
1.0415831663326653e0	1.7248146009221987e1	6.337269993692443e1
1.0417835671342686e0	1.788488812947563e1	6.402821676045903e1
1.0419839679358718e0	1.8515779058894736e1	6.468293290910556e1
1.042184368737475e0	1.914094538168311e1	6.533697266767854e1
1.0423847695390782e0	1.9760510734427395e1	6.599046008874984e1
1.0425851703406814e0	2.0374595696312547e1	6.664351664049804e1
1.0427855711422847e0	2.098333929374311e1	6.72962413430417e1
1.0429859719438879e0	2.1586813043537564e1	6.7948839553825e1
1.043186372745491e0	2.218513069048137e1	6.860134661315223e1
1.0433867735470943e0	2.277844150965354e1	6.925392913407552e1
1.0435871743486975e0	2.336683186350167e1	6.990666691911258e1
1.0437875751503007e0	2.395042680957952e1	7.05597245948505e1
1.0439879759519037e0	2.4529286441590287e1	7.121318401996906e1
1.0441883767535072e0	2.5103531010603483e1	7.186722154732338e1
1.0443887775551102e0	2.5673257890177503e1	7.252193361034175e1
1.0445891783567134e0	2.6238561391148135e1	7.317744226763612e1
1.0447895791583166e0	2.6799534551713283e1	7.383387468325299e1
1.0449899799599198e0	2.735626807986761e1	7.449135431184688e1
1.045190380761523e0	2.7908850479054266e1	7.515000634234919e1
1.0453907815631263e0	2.8457365873569913e1	7.580999785753639e1
1.0455911823647295e0	2.9001905730414027e1	7.647137487323364e1
1.0457915831663327e0	2.954254781881591e1	7.713427010983166e1
1.045991983967936e0	3.0079374315599388e1	7.779888293506143e1
1.0461923847695391e0	3.061246533531752e1	7.846531297373224e1
1.0463927855711423e0	3.1141898416785175e1	7.913368944376579e1
1.0465931863727456e0	3.16677502527754e1	7.980414868367102e1
1.0467935871743488e0	3.219009435018228e1	8.047681721252258e1
1.046993987975952e0	3.270900436854285e1	8.115188395167075e1
1.0471943887775552e0	3.322455195701374e1	8.182939596748263e1
1.0473947895791584e0	3.3736807298129925e1	8.250953872218629e1
1.0475951903807617e0	3.424583918658115e1	8.31924533428075e1
1.0477955911823649e0	3.475171506781806e1	8.387828394459682e1
1.047995991983968e0	3.525449189882909e1	8.456717799013707e1
1.048196392785571e0	3.5754252849567166e1	8.525928293998201e1
1.0483967935871743e0	3.6251052402671455e1	8.595475365247357e1
1.0485971943887775e0	3.67449528512844e1	8.665374189141083e1
1.0487975951903807e0	3.72360155293691e1	8.735640518406674e1
1.048997995991984e0	3.772430046719358e1	8.80629035304588e1
1.0491983967935872e0	3.820986670371002e1	8.877339995702508e1
1.0493987975951904e0	3.869277244733247e1	8.94880608587466e1
1.0495991983967936e0	3.917307406306857e1	9.020705600874366e1
1.0497995991983968e0	3.965082765277265e1	9.093055890983433e1
1.05e0	4.012609925690319e1	9.165874652970476e1
