mag_field	scattering_re	scattering_im
0e0	6.771553100492024e1	-2.954853362444558e-13
2.5006251562890724e-1	6.773105539157834e1	-1.149294810648108e-13
5.001250312578145e-1	6.774659795299245e1	8.572518547286094e-14
7.501875468867217e-1	6.776217294129785e1	-3.7099464921967245e-13
1.000250062515629e0	6.777776692616952e1	3.5045172504344114e-13
1.2503125781445363e0	6.779339378337762e1	-1.3114180065357074e-13
1.5003750937734435e0	6.780904373173276e1	2.4429465392627035e-13
1.7504376094023506e0	6.782470988439202e1	-4.694899481241671e-13
2.000500125031258e0	6.78403952633862e1	7.528718361372623e-14
2.2505626406601653e0	6.78560944392403e1	-1.1848293784844019e-13
2.5006251562890727e0	6.787182592333843e1	-1.569038478797586e-13
2.7506876719179796e0	6.788756504800018e1	9.149949176557921e-14
3.000750187546887e0	6.79033190832183e1	-2.2297450900136426e-13
3.2508127031757943e0	6.791908338527233e1	-1.4746522593890914e-13
3.500875218804701e0	6.793486362971704e1	2.0731747046865475e-13
3.7509377344336086e0	6.795065502235444e1	1.921045822955392e-13
4.001000250062516e0	6.796645151129286e1	-2.276383977003013e-14
4.251062765691423e0	6.798226279880878e1	9.050015137106376e-14
4.501125281320331e0	6.799807256292166e1	2.878238194118877e-13
4.751187796949238e0	6.801388497889165e1	7.706394602895947e-14
5.001250312578145e0	6.802971235297015e1	2.04874629464757e-13
5.251312828207052e0	6.804553716904933e1	-2.5995205934542693e-13
5.501375343835959e0	6.806135737579795e1	-2.1520168092223977e-13
5.7514378594648665e0	6.80771739968752e1	3.4978604445060005e-14
6.001500375093774e0	6.80929920912314e1	-1.716727847598985e-13
6.251562890722681e0	6.810879757286219e1	-2.9615223606503297e-13
6.501625406351589e0	6.812460472340926e1	3.331296534850362e-14
6.751687921980496e0	6.814040031670878e1	4.145243683638414e-13
7.001750437609402e0	6.815618311852737e1	1.9154958420969594e-13
7.25181295323831e0	6.817195819247843e1	1.8088944922459064e-13
7.501875468867217e0	6.818771688975586e1	2.563988794876314e-13
7.7519379844961245e0	6.820346767130957e1	5.996336379163531e-15
8.002000500125032e0	6.821920013488798e1	1.33029844592106e-13
8.252063015753938e0	6.823491202670438e1	-4.558326874515224e-13
8.502125531382847e0	6.825059834786278e1	-3.5522750154983245e-13
8.752188047011753e0	6.82662663062942e1	-2.205320035385953e-13
9.002250562640661e0	6.828191815959946e1	3.1580718653887125e-13
9.252313078269568e0	6.829754672628971e1	-2.1853326193739278e-13
9.502375593898476e0	6.831314437431097e1	2.5828679432123427e-13
9.752438109527382e0	6.832871775585919e1	3.771031940104096e-13
1.000250062515629e1	6.834426464872709e1	-5.607689322670162e-14
1.0252563140785197e1	6.835979246351783e1	4.874803613336625e-13
1.0502625656414104e1	6.83752708410336e1	1.385821282918141e-13
1.0752688172043012e1	6.839073144943278e1	1.9332652729253148e-13
1.1002750687671918e1	6.840614661845427e1	7.217820418996726e-15
1.1252813203300827e1	6.842153983828015e1	1.8877378094106063e-15
1.1502875718929733e1	6.843689068325722e1	3.049252039194012e-13
1.1752938234558641e1	6.845219775687319e1	2.6428333832626322e-14
1.2003000750187548e1	6.846747760404567e1	5.075795134713237e-13
1.2253063265816454e1	6.848270295594844e1	-1.575706389338857e-13
1.2503125781445362e1	6.849788912734137e1	3.1936095548492025e-13
1.2753188297074269e1	6.851302949829032e1	3.3279724067032255e-13
1.3003250812703177e1	6.852812164851481e1	3.2135979157269527e-13
1.3253313328332084e1	6.854318886909792e1	1.7400512633149517e-13
1.3503375843960992e1	6.855819159180868e1	-1.0093852778509278e-13
1.3753438359589898e1	6.85731567053207e1	2.1919985747313447e-13
1.4003500875218805e1	6.85880692030333e1	4.55500450859436e-13
1.4253563390847713e1	6.860293579879391e1	9.183298489570747e-14
1.450362590647662e1	6.861773483393782e1	8.472620707408348e-14
1.4753688422105528e1	6.86324896458558e1	4.580545647511557e-13
1.5003750937734434e1	6.864719449953645e1	2.7594319676659295e-13
1.5253813453363342e1	6.86618475459822e1	5.5743861604899896e-14
1.5503875968992249e1	6.867643338677993e1	1.0304842186252698e-13
1.5753938484621157e1	6.869097405249745e1	1.9354893735637174e-13
1.6004001000250064e1	6.870544513054139e1	7.484337022634738e-14
1.6254063515878972e1	6.871986782691417e1	-1.1926081022119335e-13
1.6504126031507877e1	6.87342179067525e1	9.571957787738498e-14
1.6754188547136785e1	6.87485134459073e1	-5.437805223370382e-13
1.7004251062765693e1	6.876275375196191e1	-5.3634064358208467e-14
1.72543135783946e1	6.877693074210649e1	-2.9482081188392277e-13
1.7504376094023506e1	6.879104619935113e1	-1.0893380009461572e-13
1.7754438609652414e1	6.880507858536693e1	1.332523652976333e-15
1.8004501125281323e1	6.881906560795034e1	-8.22833419995804e-14
1.8254563640910227e1	6.883298338689649e1	1.69896792237434e-14
1.8504626156539135e1	6.88468332252595e1	2.5606668837849887e-13
1.8754688672168044e1	6.886060764811305e1	1.3869354657675243e-13
1.9004751187796952e1	6.887432218339032e1	-2.841607789424037e-13
1.9254813703425857e1	6.888798037978715e1	-1.7822512115296091e-13
1.9504876219054765e1	6.890155719189391e1	-8.028459338123306e-14
1.9754938734683673e1	6.891506092403276e1	1.997676271117188e-13
2.000500125031258e1	6.892850027083492e1	4.0719730055302984e-13
2.0255063765941486e1	6.894187115458718e1	-2.4929315738618583e-13
2.0505126281570394e1	6.89551667688107e1	2.820510765600087e-14
2.0755188797199303e1	6.896839513609282e1	4.885924522670621e-15
2.1005251312828207e1	6.898154998215631e1	2.6173011245666304e-13
2.1255313828457115e1	6.899462824057188e1	-2.612859566025617e-13
2.1505376344086024e1	6.90076512386647e1	3.6466771953641515e-13
2.1755438859714932e1	6.902057101066057e1	3.1203299819143386e-13
2.2005501375343837e1	6.903344192869227e1	-7.606498903026542e-14
2.2255563890972745e1	6.904623064509106e1	-7.140115540392315e-14
2.2505626406601653e1	6.905894833477733e1	-6.329496342352736e-14
2.2755688922230558e1	6.907159755437e1	-4.1086207241034296e-15
2.3005751437859466e1	6.908414745228234e1	-4.531697933767079e-13
2.3255813953488374e1	6.909664706859161e1	1.9021806186479975e-13
2.3505876469117283e1	6.910905663537608e1	1.732283696228466e-13
2.3755938984746187e1	6.912140883365018e1	-9.92731879323733e-14
2.4006001500375096e1	6.91336736692318e1	8.972342435065555e-14
2.4256064016004004e1	6.914586507763491e1	-1.909954213388542e-14
2.450612653163291e1	6.915797902630669e1	5.23016567252534e-13
2.4756189047261817e1	6.917001959835169e1	-2.2986079987155537e-13
2.5006251562890725e1	6.918198164902896e1	1.9843539949755804e-13
2.5256314078519633e1	6.919387093646777e1	2.842723316353467e-14
2.5506376594148538e1	6.920568523834896e1	-1.215930561707381e-13
2.5756439109777446e1	6.921741786869582e1	-1.5235222288778486e-13
2.6006501625406354e1	6.922906832389386e1	3.759946504864731e-13
2.625656414103526e1	6.924065653488772e1	2.481831360198304e-13
2.6506626656664167e1	6.925216297178078e1	1.159298482156613e-13
2.6756689172293076e1	6.92636094478677e1	1.8544335151156372e-14
2.7006751687921984e1	6.927495635058567e1	-1.721180917251468e-13
2.725681420355089e1	6.928623711298508e1	-1.8555441904373975e-13
2.7506876719179797e1	6.929744142815069e1	-2.033214618068433e-13
2.7756939234808705e1	6.93085604953342e1	-1.7167394845109446e-13
2.800700175043761e1	6.931961775306048e1	3.553406657303242e-15
2.8257064266066518e1	6.933059941172803e1	-8.350506160679372e-14
2.8507126781695426e1	6.934150032071064e1	-3.976484627121114e-13
2.8757189297324334e1	6.935232963216102e1	-4.191910187773008e-13
2.900725181295324e1	6.936308312113869e1	-8.55038686090551e-15
2.9257314328582147e1	6.9373764597907e1	-6.540491122031835e-14
2.9507376844211056e1	6.938436551717722e1	-2.687264764045383e-14
2.9757439359839964e1	6.93948966230179e1	4.3706920407671736e-13
3.000750187546887e1	6.940535592394241e1	-7.995168838323717e-14
3.0257564391097777e1	6.94157363334107e1	-1.3769458249064678e-14
3.0507626906726685e1	6.942605307791834e1	3.1480980972106784e-13
3.075768942235559e1	6.94362785573092e1	1.0249364060577105e-13
3.1007751937984498e1	6.944643119967752e1	-7.761978210536029e-14
3.1257814453613406e1	6.945652820580791e1	-4.616100895252655e-13
3.1507876969242314e1	6.946655068728072e1	-3.1925164358402434e-13
3.175793948487122e1	6.947648697391082e1	1.5890404437083073e-13
3.200800200050013e1	6.948635479760569e1	-2.280845040544818e-13
3.225806451612903e1	6.949616714770242e1	-3.121448765251664e-13
3.2508127031757944e1	6.950590830097042e1	-1.1892820388820147e-13
3.275818954738685e1	6.9515557713374e1	2.7761020159442297e-14
3.300825206301575e1	6.952514782047528e1	-2.0354381082406585e-13
3.3258314578644665e1	6.953466055566322e1	1.9899101395475134e-13
3.350837709427357e1	6.95441154733547e1	-1.2659027232975766e-14
3.375843960990248e1	6.955350287652863e1	-1.2392522053222833e-13
3.4008502125531386e1	6.956280604736884e1	-1.604587393144436e-13
3.425856464116029e1	6.957205178059668e1	5.230177865937582e-14
3.45086271567892e1	6.958122203731712e1	-2.5318059770510535e-14
3.475868967241811e1	6.959031602974324e1	-2.8116373084078906e-13
3.500875218804701e1	6.959935663861526e1	2.8016434800126636e-13
3.5258814703675924e1	6.960833351847866e1	3.9609444312485196e-13
3.550887721930483e1	6.961723975635793e1	1.5657224359732265e-14
3.575893973493373e1	6.962608565883289e1	-1.8000256706295192e-13
3.6009002250562645e1	6.963484667978516e1	-3.231384923442661e-14
3.625906476619155e1	6.96435493969181e1	2.5318068686871383e-14
3.6509127281820454e1	6.965219626327392e1	2.776104158387528e-13
3.6759189797449366e1	6.966076228030158e1	-2.0954035202354294e-13
3.700925231307827e1	6.966928234314273e1	4.1019719007252777e-13
3.725931482870718e1	6.967773184080761e1	1.590152691534366e-13
3.750937734433609e1	6.968610966149309e1	-3.8565646364441864e-13
3.775943985996499e1	6.969442147727086e1	8.272792367518102e-14
3.8009502375593904e1	6.970268528327261e1	3.1214524070189146e-13
3.825956489122281e1	6.971088141164057e1	-1.8977454325793064e-13
3.850962740685171e1	6.971901498315465e1	2.1542576411074524e-13
3.8759689922480625e1	6.97270869360801e1	1.334751444794588e-13
3.900975243810953e1	6.97350985563612e1	-5.261275068391353e-13
3.9259814953738434e1	6.974305007722467e1	3.292461224131988e-13
3.9509877469367346e1	6.975094316089378e1	8.883538269831439e-14
3.975993998499625e1	6.975877497946121e1	3.986487975360842e-14
4.001000250062516e1	6.976654073008302e1	5.374541127913949e-14
4.026006501625407e1	6.977425995052805e1	-8.228378408849721e-14
4.051012753188297e1	6.97819228393292e1	-3.2624800019466876e-13
4.0760190047511884e1	6.978951817187455e1	-1.6656637894706735e-14
4.101025256314079e1	6.979705730375895e1	1.4491275587312655e-13
4.126031507876969e1	6.980454208088541e1	1.1326514732468253e-13
4.1510377594398605e1	6.981197056904695e1	-3.6078282269375014e-13
4.176044011002751e1	6.981934618176813e1	1.3791698507677044e-13
4.2010502625656414e1	6.982665705172226e1	7.251191222760531e-14
4.2260565141285326e1	6.983392173711644e1	2.7461250585415193e-13
4.251062765691423e1	6.984112530710846e1	-4.741590974038197e-13
4.2760690172543136e1	6.984827216537397e1	2.545135117757808e-13
4.301075268817205e1	6.985536156151943e1	-1.0493685789519062e-13
4.326081520380095e1	6.986240007160747e1	2.9593305550483475e-13
4.3510877719429864e1	6.986940292557397e1	3.8199240201303676e-13
4.376094023505877e1	6.987634234979608e1	2.315273806811967e-13
4.401100275068767e1	6.988322654450809e1	-4.2996357458174323e-13
4.4261065266316585e1	6.989006537861736e1	-5.84093101765814e-14
4.451112778194549e1	6.989683960471095e1	1.888863886477255e-13
4.4761190297574394e1	6.990356915860592e1	8.739188332840338e-14
4.5011252813203306e1	6.99102506553773e1	1.509092426251821e-13
4.526131532883221e1	6.991687929382105e1	-7.451074732195323e-14
4.5511377844461116e1	6.992347044519262e1	-2.2741880212163923e-13
4.576144036009003e1	6.993000619975825e1	-1.5135343690946673e-13
4.601150287571893e1	6.993648339595337e1	6.718182883123419e-14
4.626156539134784e1	6.994290889230594e1	-5.885350508987148e-14
4.651162790697675e1	6.994930373989271e1	5.87424628733841e-14
4.676169042260565e1	6.995564364291195e1	2.368576140252702e-13
4.7011752938234565e1	6.9961944519619e1	2.3785702175097163e-13
4.726181545386347e1	6.996818165043624e1	2.4041105057476333e-13
4.7511877969492375e1	6.997437371647275e1	-9.027907205126143e-14
4.7761940485121286e1	6.998053226697829e1	4.797116911489722e-14
4.801200300075019e1	6.998665251331089e1	-3.2413853591344384e-13
4.8262065516379096e1	6.999270573923205e1	-3.275809228595859e-14
4.851212803200801e1	6.99987162151639e1	2.3541409497539396e-13
4.876219054763691e1	7.000469693341813e1	-4.306301374237281e-13
4.901225306326582e1	7.001063828650106e1	-4.2463375479742387e-13
4.926231557889473e1	7.001651690205682e1	1.396938497335835e-13
4.951237809452363e1	7.002235650347416e1	-2.420767905614536e-14
4.9762440610152545e1	7.002816071814823e1	4.078660922319559e-13
5.001250312578145e1	7.003393080086016e1	2.12205861099926e-13
5.0262565641410355e1	7.003963793988522e1	-5.88535374316717e-14
5.0512628157039266e1	7.004531365187066e1	3.2536013252665454e-13
5.076269067266817e1	7.005095083885594e1	-6.362845116490934e-14
5.1012753188297076e1	7.005653835119482e1	3.1081333415182665e-13
5.126281570392599e1	7.006209507446268e1	-1.3025510985374708e-13
5.151287821955489e1	7.006760876599435e1	-1.715636411205759e-13
5.17629407351838e1	7.007308159651384e1	1.9199582183223344e-13
5.201300325081271e1	7.007850200734245e1	-5.907563930821189e-14
5.226306576644161e1	7.00839051504988e1	-4.599460630363003e-13
5.251312828207052e1	7.008926524441118e1	-1.1593039701883933e-13
5.276319079769943e1	7.00945723295041e1	2.0421073424788923e-13
5.3013253313328335e1	7.009985687443631e1	-7.717589155502046e-14
5.3263315828957246e1	7.010510546682211e1	-8.106244966579034e-15
5.351337834458615e1	7.011030549440014e1	2.098740197287087e-14
5.3763440860215056e1	7.011548209004312e1	-5.090277961792046e-13
5.401350337584397e1	7.012060594871346e1	-8.772512450012566e-14
5.426356589147287e1	7.01257027952861e1	2.3974499910164157e-13
5.451362840710178e1	7.013076344064866e1	-5.207985540420375e-14
